Id,SalePrice
1604,130186.90003106836
1064,499468.28653385676
1923,149967.72755244467
1988,117825.12889512535
2325,165167.73652199563
114,192224.1144116884
2700,166013.01196612976
217,107483.93096376862
343,180261.84187366068
386,217945.41700133402
2005,114399.76821482368
2908,144011.9943968691
1814,204249.54813660216
2446,476723.5098385941
208,111637.99333267659
1679,122026.52499318961
822,353535.18065302167
6,193405.78816662636
1781,394045.75019810814
2397,302664.54543814715
2340,332451.58027147036
1618,174617.92573212646
2843,118454.80890712049
1061,381148.6825151602
2786,120653.34321248531
1935,138783.91802245937
1341,112247.54700738471
521,279829.8890895415
2136,134121.3028729651
996,215371.01504219882
227,148485.27358744666
135,171798.09628775343
1167,166541.47169953957
294,225687.3070813287
1776,202699.01272730064
540,150897.47461165674
1717,207510.35976107605
2303,127684.54099296592
116,182227.96371173114
127,148146.85639159288
1371,136382.040790963
1014,105721.05740169715
1507,107020.70298984181
702,113494.58985965978
750,147958.85991829168
261,152704.57639480848
1559,57147.87207367923
577,205710.30652674008
2812,188781.21574909147
2080,153276.4439648632
1368,100990.85811899975
2376,114495.84547185246
659,104924.08473766223
1235,138668.21977613773
332,75551.32515641674
1917,144408.8621457154
2094,261667.30496592727
1460,254676.2211589245
1471,224631.29185809568
1509,121089.0045519555
1922,133279.6635296736
433,492904.03513905127
460,291883.0591037413
1116,244445.13706873823
1137,155428.06022228207
53,161858.66597768106
2354,270776.0604842799
1475,194017.7733517727
1761,504174.1344914567
842,146442.8757250514
2739,180992.2194219483
2509,137186.41008028015
1007,200463.91682113893
2610,181389.72754106112
1952,92699.11834409647
2719,159892.6958412612
2921,77934.58224221971
1966,151727.2207216695
292,107347.61528563127
1204,184646.5931233568
1829,262715.0166823799
2419,186375.4768678248
391,142091.0633181734
798,96217.67459149659
481,196341.55166694894
193,192953.1608804809
555,122018.36932159774
899,55497.966792182066
2357,183186.18257141113
328,134390.71493654326
1356,102168.88575446326
1154,98254.05778740253
1730,178903.3347607823
2249,169987.51481622178
1119,283206.7607566342
2856,143115.88740193658
1394,126622.52876662463
2587,111883.6503029298
61,321373.9251026865
2661,174980.3609783575
2711,135005.5810749149
1147,166896.7920755744
757,109496.36647684593
2623,118709.54494564887
2378,138250.90174380876
1413,120034.58165471908
1722,214414.83722294867
1112,222548.63518427592
1623,195599.88872835133
1201,209928.61029312387
1513,121625.69303983543
957,347197.4826076906
1171,276659.58302193135
1145,186879.82584885415
2726,203026.8679965362
703,136831.2307861289
760,91132.21632518247
1964,175381.3094395399
2512,167562.161856547
159,126900.87037710566
1281,163749.92835914716
468,180791.14925245475
290,130121.89944551047
665,94264.74599370826
1463,243411.80706117116
1792,222349.10881593358
923,166420.77783329785
500,276915.0735372398
1408,192554.68107920885
331,98309.45220212732
170,137979.06206557434
2192,88513.33968553133
2571,278381.06744781975
2314,169102.26554446202
2647,86059.2013086481
422,447671.0995072108
2457,344106.86947750393
1838,195628.9905065149
2805,264464.86980810296
1645,154344.56212857738
1711,301856.3650299031
2825,242842.21614959836
322,310864.0099659562
2103,250307.19632434938
342,110448.78680117521
600,144473.18951480556
488,174859.2351557836
1725,321726.2552241506
2246,284526.5561910039
2847,142106.89409220126
806,232902.01207532175
530,230857.25342020765
963,186137.14189549722
2678,109484.28355685342
171,84005.98188476451
2401,449606.30922303814
805,218433.55638156086
2259,241602.22400791198
1748,187437.226469432
1361,138508.78238933813
1677,109491.38339494728
1406,149776.78167677205
2322,217359.9171630945
688,151502.38080934528
143,138639.19708003756
804,201593.689279343
1214,184967.8069984764
2828,138542.90600064583
1999,171174.03012323752
2467,208430.6000246955
2665,159723.07901182957
1538,327839.8197164852
398,129839.14776813984
2822,132965.09177145362
2157,131159.17628198303
1856,198543.56103499886
1269,100315.67790305149
2570,106868.15972947888
2320,230549.00533834472
1517,142544.44535738416
2304,130871.97196130734
1312,94662.82812631316
2012,129429.1811596211
506,246143.444168373
2865,222645.82101788837
2367,94878.31778840255
554,79514.43780939188
238,129842.19533226732
1954,109355.87569102645
2488,107534.49588398542
2291,54312.26192922518
1969,113987.93218377046
2725,201138.5389549695
1482,135236.8852686584
2763,195477.86818915885
503,264023.8535425402
1584,250518.14954675827
1531,135528.85601877328
2210,180734.534199371
459,344200.4233317496
556,133254.61774506886
1347,126020.88135478552
1290,71795.00749192853
1388,90383.94059754722
1571,312850.26289388724
2754,200915.20111451857
765,135259.6648875596
2494,128989.13081290666
2870,246229.41394947655
7,227506.1835337216
1114,250019.3994932985
2418,268055.64075067453
291,180695.29429658875
18,369987.268783357
39,404964.82063563913
1001,261869.6551039582
2442,225300.87381483894
616,96001.03174174763
2680,80024.22807779908
1414,123890.58764668088
289,166142.67400677968
40,260821.521195204
860,132097.08482570946
409,127244.98195751105
673,150741.95676426962
2427,185250.50222436618
2036,209480.620576825
2564,137845.59086381365
642,149038.6197124198
1008,167154.25357566494
1908,-128981.79075121228
2519,204707.9509153841
1369,93517.05261529982
2855,170003.7861946784
712,90180.9570520958
1943,119150.84077974875
1958,110992.04421991762
107,171153.80287857726
2295,207652.4591429783
704,107559.57492543384
676,252694.39575247746
259,182929.17401096784
93,283222.80015703756
106,244976.5371909449
2315,176685.91601399705
1050,96061.78951540496
1095,203037.60852566082
2709,155096.7419470288
758,97756.65926720854
1496,156150.77670731768
2370,122263.04314416181
2458,281168.7263526302
2733,135039.6384612294
161,234409.5897726938
726,151241.82282459643
845,204655.84989687894
947,241385.20076705795
2232,128729.76381057315
2563,143874.94411380682
2299,130612.31812040508
211,78450.57159388065
605,149613.28053486813
1478,206036.95773232076
2247,271492.4516742537
2274,226252.78669122886
2869,213141.60563692916
967,208339.9988186583
2656,139863.96303251106
667,189758.56005070824
1042,108001.63346749358
2023,157776.44265252165
2447,408258.7509233197
2055,140402.9654500531
2275,297341.535838034
2204,177540.22820953839
1563,279376.5490705883
483,203746.79713862855
796,108055.17476828024
1526,164878.24067249335
2042,114673.84557131678
442,370406.5767858755
1693,332297.3833840797
1468,216113.68691228423
1430,229064.42399706133
2605,144335.802759639
1529,204620.49845035467
335,146489.47725190409
1287,123542.84245461039
31,94740.95946313348
1785,330431.320201993
82,163879.24071123358
2620,121353.4724702863
252,177568.88301271666
721,29858.565270053223
2165,187389.47882340942
2316,194322.4842901351
775,139916.28276831843
1558,110731.00747644808
17,220535.19127983414
1022,207938.3592716111
925,138161.30736046936
438,281624.0285446625
1270,130024.89297254756
1272,131006.34728279803
215,122346.76037395
266,229819.93431381416
2402,291797.51868734043
1250,126721.51961512305
1984,99249.27817361895
1279,156280.61194944475
377,242939.5717636086
1252,109043.35946550593
2156,253415.55411402322
499,327686.44909506943
1374,131141.6635962492
2898,247614.66485438123
401,115309.79766555037
2721,137002.4123127861
2078,240806.68881186284
2589,124218.98708278313
1946,235354.0052934708
1334,125957.71662639733
2781,208618.6639468707
431,400066.8005189169
576,201073.32907933835
1474,208675.2482784642
2254,160273.6274153553
2155,295031.1100678323
885,98991.34648302011
643,146105.49132668506
1944,133265.97499806713
480,185102.21987661067
2845,90465.34811646398
2387,321962.59652815666
2407,205501.1536571514
2527,166533.50543699693
2514,137249.30961412378
629,124694.64078507759
80,196136.1072621625
1876,136220.45452919882
1546,125227.72160352487
2518,175490.19818345178
2347,142045.52735723648
783,279571.921738646
1322,54773.27561671939
194,93099.27005869243
1770,295540.33895697165
2143,62580.036691423506
1229,236672.18451108225
511,276670.2953483155
46,222502.9152945336
1348,162544.62173516117
2465,206780.88083728123
387,240404.181337839
873,225173.28474389855
1918,109456.31683481392
2764,228830.67104747705
2184,128655.58035964146
934,130711.17338631302
1920,128398.92798470706
2631,144342.402058959
1768,554273.3681872208
2040,135615.19138315972
1749,211311.46251521353
834,245913.03762984928
1457,220187.14678128716
79,95194.07976720762
2302,138947.36270347983
1817,139622.0359996343
2755,229791.2340771882
359,175498.4140357012
2059,98745.45791312773
2092,223312.2753489185
2516,225440.596968879
150,114081.23835661076
1656,106782.39951689169
83,101137.94699510187
2411,186539.67335867323
795,62598.83227200154
2312,212300.91471912246
2917,103657.62845811155
1624,168569.42385732196
2215,313836.7624031892
1211,140686.3926040167
1485,156290.82815713622
1024,169427.33658746816
570,186145.9116210593
2874,141508.53346011415
700,139579.1960809175
2756,202534.49978747964
2022,180147.70777658746
583,231253.50270775333
2392,400823.308012221
2424,168923.67230189033
212,111868.80166986864
736,133221.19346711785
1610,174868.8690137267
890,103605.67680675723
467,171320.7908908734
578,218389.25554271508
1747,194753.39864768926
1149,139772.73289967235
2758,248990.0103109926
857,149227.28822934814
2219,253423.69019765593
733,70620.9947879538
2909,101794.52645827923
1798,252629.41738702636
235,143780.55500480346
2366,126537.2280908972
1027,135167.0342364898
1195,142978.95502129942
1303,62079.13328713458
148,189328.14620801155
608,157606.76505272742
2515,198017.78887176514
821,281718.97043833975
2500,268638.87057079654
745,112028.9192020176
741,134894.25812523346
1611,121296.63192738872
2532,127119.8090562895
1081,231423.03139892872
1692,440448.6784756435
2520,183023.02547827922
276,110290.91640189942
1992,121350.14292783011
663,61987.17396240961
418,122541.40965132695
1733,208265.99991872814
2359,147965.9020839883
253,183751.69064483605
1518,169003.3292162679
2035,123542.13809680007
2919,72870.69238060713
1540,252116.95292276423
2120,152636.99656137824
1674,151317.1979654627
256,156997.52607828658
2361,135984.84590232745
978,71456.59127159603
2280,142617.27950437553
2095,226808.8136010319
1709,332371.61794214696
2801,243690.08887444995
1246,116650.47037370969
2373,93798.74786226265
1055,303308.04032101855
2017,132433.53113148734
1099,294448.25562237296
1344,89163.8520373851
835,264368.2496510539
1117,225055.92019469105
2043,81443.37288154289
2085,123274.40432668664
410,145478.79627053626
2650,104317.14665949531
2867,187709.45828706678
1668,110606.56351646874
1161,150443.64530534018
2122,170508.76426557451
2539,150599.32413204387
1047,140175.67159129586
1445,136144.41785975173
541,127177.17986945156
569,209363.77224374283
1276,118208.37164787482
918,156841.96829744428
326,172417.91443624534
1936,135586.84944874048
895,91458.64472641889
257,178833.3282388905
1241,169224.35633812752
1545,135263.89835338574
1189,171484.67534214724
270,129518.8513893541
2066,193284.03876167536
693,108898.74112662673
1259,129989.74303497747
2916,156646.74781687092
2321,286147.96819789615
1977,90454.70854536071
1895,134849.47806994058
1240,166076.70274405368
85,155774.08856862504
1823,135005.00362414867
825,287109.1759536173
110,228642.53816855606
697,117377.41231298167
2297,116856.87136286963
1231,140776.83940115292
1355,137048.55398859456
968,358458.6766103646
584,218238.43371051084
1315,137488.50449200254
1606,151236.79550897237
206,102309.18651963118
1685,396856.8785912441
2016,140454.7633500686
869,197244.9871061761
2135,114410.50950861536
2346,170021.28061563428
2430,223679.71206657682
2198,74952.92446191143
2652,126581.01889008563
27,121305.39168674871
241,157599.20224263705
906,133667.65381619148
1506,132385.56099133287
2098,356993.61330930237
1435,226405.25723441225
2213,154717.80238673743
1274,129910.63655569311
743,19568.471635799855
1737,199815.43582099676
2797,270866.97093737964
2185,39085.14356974512
58,175657.5538551854
830,203331.6114038704
808,110592.17776358407
680,152956.3529193662
1153,92676.1138187144
1291,132536.97911759373
1818,154370.71954604704
2161,186065.57531268243
1883,103422.32472447772
350,339804.9307572236
2473,144627.10838610865
295,191144.13090285286
293,188148.1971934121
859,135957.6364149768
288,58327.720048944466
1578,198448.86844074912
102,191242.61168916058
2831,108559.49675571639
1030,153557.5234381752
2551,150111.67877589446
1286,173007.42835500464
958,342536.1220888784
776,134323.15029374976
72,253768.73638776876
2263,256110.76484525017
1866,155423.74821479525
2876,74506.21254376695
2146,233370.04872081243
103,161743.30473601352
1500,132547.0878738556
492,153018.82752770837
167,157201.16322995257
2597,105133.83628049679
2685,114570.2304779077
1035,157441.89314664714
1220,68553.61554370448
2602,152904.53345107008
2159,204580.45821328182
695,128889.44456128683
1109,272471.35597290564
640,173483.85058177076
1652,145408.7510876432
2090,169460.39310808573
1188,178403.39716357738
2345,241231.53499690723
1059,414164.2350042714
2751,218962.5673631113
128,216752.2939586481
1523,178619.39800648205
2925,182405.61053954065
2145,279818.03600753006
1121,229888.57995481137
566,244752.75011740066
565,256940.3075750228
1331,138182.96138206404
2928,131379.04164956138
156,140047.03585818317
797,143916.1168585196
327,82559.85168778151
2859,146146.49273772445
1453,121061.50266658049
1762,333158.669972172
1868,204545.04895137995
1760,177312.55937968846
1113,232769.87532135006
1812,191076.89149627648
117,150589.19804578274
1142,200450.06433877163
2342,438217.2777887555
927,156022.12625194434
2478,180634.12695880327
655,88659.90144952666
2064,128364.32950174902
369,282430.7599943243
2239,111228.52149951644
2732,213782.11516606994
1653,154129.26950514317
959,222811.08469251264
2395,347730.05550873466
1412,102645.91839742381
271,263148.122581115
1484,136633.532921453
1497,161254.78858804796
552,149694.98748324346
2,119162.30408236664
1855,303407.6740458431
4,265023.5702333888
2292,144218.59292826988
134,137296.04310055263
646,103513.93047817703
42,340064.06584791094
532,222242.0424384987
713,93145.36817910336
2561,137148.69989752863
2360,128617.4001003392
1333,118348.53199341707
1407,235799.69466894306
2892,292086.3656609617
574,206458.8090222897
1227,179205.15318009816
2591,215950.00089338515
1476,212591.08901911043
1125,266622.85090773366
1446,146933.56243098434
408,135283.18476954848
1101,293916.5998127591
2251,196413.90391733125
373,178136.7380831018
2554,137373.12376301643
2382,262103.0034366371
1985,81035.0413269503
519,246625.79246068
1093,191203.14719025698
864,240830.19454119168
2889,140945.86698022764
2308,195461.96394805703
986,193900.55694733374
1302,144337.45798834506
585,153769.3099572761
2708,148868.07874360587
147,128171.64967814926
1441,213591.6239872966
383,205655.09318972472
285,147534.27921354398
181,96716.35474093538
358,206723.07081079017
780,174042.6375931343
258,189373.67208817136
1865,227993.365768509
692,102728.82010607235
2902,326105.78170971666
508,248239.43086584657
2638,155057.583685752
36,141493.98497309815
611,159999.50634487718
2281,164006.89568031114
1678,120049.2382697016
1696,463390.91357982904
1557,51176.499109484255
2180,163876.00084723718
1726,218816.15000914503
951,149573.83565795887
267,214237.41147584096
2706,144494.2059913352
2221,262808.5388973523
1357,192853.78743746504
2901,310337.12094483245
347,183411.01240412798
2164,190968.91689084657
1586,301910.5015352201
360,150540.2402521344
1769,265622.25224410556
2617,163424.37826458924
1879,127356.16387294419
991,236202.00104627665
1535,134790.5873293355
1191,143816.74245571997
1579,218507.89201261383
1882,-16057.52318083588
1510,146232.43819182552
2196,141611.70686438028
1845,177419.0857857205
2336,418554.5047225226
942,81410.44614061434
861,128138.60947594326
2555,126479.3893766338
1392,160427.37269837223
2099,250834.98093501292
1543,115879.76555548981
948,285744.99559373315
1239,185778.7942237435
22,186541.40867977496
2796,236331.0140402168
2747,181072.01946697198
92,307634.74625474215
210,166401.15552720893
1858,202077.71065195836
2228,158781.38929139543
447,237084.95503028575
827,237558.12175016198
1649,223091.91348636337
682,136471.4842552105
2698,112352.82340401504
494,175238.90015563834
214,82125.34923320916
2441,230924.86786023434
2679,123260.45991117414
1336,126395.39598904736
465,174961.42069006246
1524,144049.89614102244
2543,109470.7762484029
631,143953.31837272365
2452,322350.74414802436
228,145439.32650438603
126,180278.86149057094
1092,231622.55265535787
1122,221652.1854335554
932,229823.20860727504
1980,64360.596839573234
2171,107787.24966931157
551,158894.38321490772
2768,171911.86237756442
2056,104912.51849878859
1159,371241.68092632294
2645,120781.34759803116
1174,181662.45072186738
2266,206738.22855919693
2462,389630.3438932868
1219,145574.28749638516
2922,181401.60360397864
118,146433.84044159018
474,160011.73591054976
2576,141566.16059578862
872,279384.5511616403
1077,209487.66065334342
1536,152234.51519877557
1150,122567.57439012267
2341,323858.13427076396
1931,152838.9809019789
2785,142061.48651783448
2538,128941.29104843456
597,208101.59992198553
464,181050.54292425793
233,262026.10209815204
2169,138525.39626262616
2123,173752.04226396326
1867,167200.82556147408
137,254258.62183646671
515,246833.40764276963
933,105217.89648873638
2784,169833.96883160062
972,159455.82549647614
599,179057.88172199856
2614,123433.69896775763
2582,143141.3181971237
1409,161168.6670787083
175,122994.05031745508
352,239541.53741259966
976,87672.11978611536
2134,186906.42248235643
984,121038.13147737179
2396,386767.74703410733
1673,122441.9585759854
404,129694.28097157087
607,169424.79357824475
814,150188.82238453534
868,188222.54405115172
2271,196548.91842322238
1633,224136.47161294054
337,163620.51152243372
2765,183632.75944907684
1746,202750.3637322802
368,329374.30379455164
2806,205007.9976602774
1662,192475.65078922827
1234,210301.70329128113
1373,124779.88288266025
1672,115127.41600699537
1939,122143.73966746405
